Name,Value,Timestamp,Step
"test__roc_auc","0.5",1588955051329,1
"test__average_precision","0.20048814504881451",1588955051329,1
"test__accuracy","0.7995118549511855",1588955051329,1
"test__precision","0.0",1588955051329,1
"test__recall","0.0",1588955051329,1
"test__f1","0.0",1588955051329,1
